SampleID	phylum_Actinobacteria	phylum_Bacteroidetes	phylum_Firmicutes	phylum_Proteobacteria	phylum_Verrucomicrobia	phylum_unclassified_Bacteria	class_Actinobacteria	class_Bacilli	class_Bacteroidia	class_Betaproteobacteria	class_Clostridia	class_Deltaproteobacteria	class_Erysipelotrichia	class_Gammaproteobacteria	class_Negativicutes	class_Verrucomicrobiae	class_unclassified_Bacteria	class_unclassified_Firmicutes	order_Bacteroidales	order_Burkholderiales	order_Clostridiales	order_Coriobacteriales	order_Desulfovibrionales	order_Enterobacteriales	order_Erysipelotrichales	order_Lactobacillales	order_Selenomonadales	order_Verrucomicrobiales	order_unclassified_Bacteria	order_unclassified_Firmicutes	family_Acidaminococcaceae	family_Bacteroidaceae	family_Clostridiaceae.1	family_Clostridiales_Incertae.Sedis.XIII	family_Coriobacteriaceae	family_Desulfovibrionaceae	family_Enterobacteriaceae	family_Erysipelotrichaceae	family_Lachnospiraceae	family_Peptostreptococcaceae	family_Porphyromonadaceae	family_Prevotellaceae	family_Rikenellaceae	family_Ruminococcaceae	family_Streptococcaceae	family_Sutterellaceae	family_Veillonellaceae	family_Verrucomicrobiaceae	family_unclassified_Bacteria	family_unclassified_Clostridiales	family_unclassified_Firmicutes	genus_Akkermansia	genus_Alistipes	genus_Anaerotruncus	genus_Anaerovorax	genus_Bacteroides	genus_Barnesiella	genus_Bilophila	genus_Blautia	genus_Butyricicoccus	genus_Butyricimonas	genus_Clostridium.IV	genus_Clostridium.XI	genus_Clostridium.XVIII	genus_Clostridium.XlVa	genus_Clostridium.XlVb	genus_Clostridium.sensu.stricto	genus_Collinsella	genus_Coprococcus	genus_Dorea	genus_Eggerthella	genus_Erysipelotrichaceae_incertae_sedis	genus_Faecalibacterium	genus_Flavonifractor	genus_Holdemania	genus_Lachnospiracea_incertae_sedis	genus_Odoribacter	genus_Oscillibacter	genus_Parabacteroides	genus_Parasutterella	genus_Phascolarctobacterium	genus_Prevotella	genus_Pseudoflavonifractor	genus_Roseburia	genus_Ruminococcus	genus_Streptococcus	genus_Veillonella	genus_unclassified_Bacteria	genus_unclassified_Clostridiales	genus_unclassified_Clostridiales_Incertae.Sedis.XIII	genus_unclassified_Coriobacteriaceae	genus_unclassified_Erysipelotrichaceae	genus_unclassified_Firmicutes	genus_unclassified_Lachnospiraceae	genus_unclassified_Porphyromonadaceae	genus_unclassified_Ruminococcaceae
ZOZOW1T-1010	0.000449469	0.650866093	0.225080386	0.007364381	0.015835148	0.09743111	0.000449469	0.000138298	0.650866093	0.001936175	0.205614909	0	0.002662241	0.000138298	0.000968088	0.015835148	0.09743111	0.01569685	0.650866093	0.001936175	0.205614909	0.000449469	0	3.46E-05	0.002662241	0.000138298	0.000968088	0.015835148	0.09743111	0.01569685	0.000968088	0.589288801	0.000484044	0.000518618	0.000449469	0	3.46E-05	0.002662241	0.083670435	0.00591225	0.024582512	0.015593127	0.020571863	0.107077412	0.000138298	0.001867026	0	0.015835148	0.09743111	0.007883	0.01569685	0.015835148	0.020571863	3.46E-05	0.000484044	0.589288801	0.000587768	0	0.00985375	0.000172873	0.000898939	0.000968088	0.00591225	0.000172873	0.000103724	0.000691491	0.000484044	3.46E-05	0.00159043	0.005186184	0	0	0.029215503	6.91E-05	6.91E-05	0.035957542	0.005186184	0.002420219	0.017909622	0.000103724	0.000968088	0	6.91E-05	0.002454794	0	0.000138298	0	0.09743111	0.007883	3.46E-05	0.000414895	0.002385645	0.01569685	0.027452201	0	0.074127857
ZOZOW1T-1011	0.000175673	0.730517883	0.184807814	0.003899937	0.008186354	0.070901553	0.000175673	7.03E-05	0.730517883	0.001510786	0.174126906	7.03E-05	0.001054037	3.51E-05	0.000948633	0.008186354	0.070901553	0.008607969	0.730517883	0.001510786	0.174126906	0.000175673	7.03E-05	0	0.001054037	7.03E-05	0.000948633	0.008186354	0.070901553	0.008607969	0.000913499	0.625008784	0.000316211	0.000351346	0.000175673	7.03E-05	0	0.001054037	0.043988476	0.003302649	0.057058534	0.021678027	0.026034713	0.117419718	3.51E-05	0.001405383	3.51E-05	0.008186354	0.070901553	0.008713372	0.008607969	0.008186354	0.026034713	7.03E-05	0.000210807	0.625008784	0.001405383	0	0.004145879	7.03E-05	0.001721594	0.00077296	0.003302649	3.51E-05	3.51E-05	0.000667557	0.000316211	0	0.001124306	0.002143208	0	3.51E-05	0.043496592	0	7.03E-05	0.021923969	0.007835008	0.003794533	0.04609655	0.000105404	0.000913499	3.51E-05	0	0.001686459	0	3.51E-05	3.51E-05	0.070901553	0.008713372	0.000140538	0.000175673	0.000808095	0.008607969	0.011805214	0	0.069215094
ZOZOW1T-1012	0.000597467	0.178363738	0.796861308	0.00035848	0.002788178	0.020911336	0.000597467	0.000119493	0.178363738	7.97E-05	0.793037521	0	0.001832231	3.98E-05	0.000995778	0.002788178	0.020911336	0.000876285	0.178363738	7.97E-05	0.79299769	0.000597467	0	3.98E-05	0.001832231	0.000119493	0.000995778	0.002788178	0.020911336	0.000876285	0.000916116	0.163705887	7.97E-05	0.000876285	0.000597467	0	3.98E-05	0.001832231	0.093842109	0.007408588	0.010037441	0.000557636	0.004062774	0.667848323	3.98E-05	0	7.97E-05	0.002788178	0.020911336	0.022902892	0.000876285	0.002788178	0.004062774	0.000199156	0.00035848	0.163705887	0.000278818	0	0.019835896	3.98E-05	3.98E-05	0.00107544	0.007408588	0	0	0.000836453	7.97E-05	0.000199156	0.003505138	0.00394328	0	3.98E-05	0.035768342	0.000278818	3.98E-05	0.044730343	0.00035848	0.014896837	0.009360312	0	0.000916116	0.000159324	0.000238987	0.002310205	0	3.98E-05	7.97E-05	0.020911336	0.022902892	0.000517805	0.000398311	0.001712738	0.000876285	0.018362145	0	0.615350912
ZOZOW1T-1015	5.75E-05	0.740725841	0.226516479	0.00597684	0.001206862	0.024970547	5.75E-05	2.87E-05	0.740725841	0.001178127	0.213815695	8.62E-05	0.004338956	0	0.000603431	0.001206862	0.024970547	0.007729663	0.740725841	0.001178127	0.213815695	5.75E-05	8.62E-05	0	0.004338956	2.87E-05	0.000603431	0.001206862	0.024970547	0.007729663	0.000574696	0.691043361	0.001839028	0.000402287	5.75E-05	8.62E-05	0	0.004338956	0.110226718	0.004338956	0.018390276	0.021666044	0.009367547	0.083963105	2.87E-05	0.001063188	2.87E-05	0.001206862	0.024970547	0.013045602	0.007729663	0.001206862	0.009367547	0	0.000316083	0.691043361	0.00071837	0	0.013275481	0.000172409	0.000172409	0.000431022	0.004338956	0.000201144	5.75E-05	0.000660901	0.001839028	2.87E-05	0.003563116	0.00293095	0	0	0.013850177	0.000172409	2.87E-05	0.034481768	0.002701072	0.00215511	0.014769691	8.62E-05	0.000574696	0	5.75E-05	0.010947961	0	2.87E-05	2.87E-05	0.024970547	0.013045602	8.62E-05	2.87E-05	0.004109077	0.007729663	0.043849315	2.87E-05	0.067095773
ZOZOW1T-1021	0.001112673	0.554579527	0.364195362	0.038357929	5.86E-05	0.041286015	0.001112673	5.86E-05	0.554579527	0.011595221	0.348383696	0	0.001171234	0.000117123	0.01358632	5.86E-05	0.041286015	0.000995549	0.554579527	0.011595221	0.348383696	0.001054111	0	0	0.001171234	5.86E-05	0.01358632	5.86E-05	0.041286015	0.000995549	0.013176388	0.488053408	0	0.000409932	0.001054111	0	0	0.001171234	0.215917077	0.000936988	0.037420942	0.01868119	0.010248302	0.124853596	5.86E-05	0.01153666	0.000409932	5.86E-05	0.041286015	0.006207543	0.000995549	5.86E-05	0.010248302	0.000117123	0.000292809	0.488053408	0.002986648	0	0.008784259	0.000527056	0.001405481	0.009779808	0.000936988	5.86E-05	0.000936988	0.001405481	0	0.000878426	0.009662684	0.00169829	0	0	0.057507613	0	0.000175685	0.045736706	0.004157882	0.012063715	0.013117826	0.000585617	0.013176388	0	0.000234247	0.014874678	0	5.86E-05	0.000409932	0.041286015	0.006207543	0.000117123	0.000175685	0.000468494	0.000995549	0.132583743	0.015753104	0.044624034
ZOZOW1T-1022	0.001603395	0.395048338	0.488045272	0.038009903	0.000282952	0.074935157	0.001603395	4.72E-05	0.395001179	0.016505541	0.461447772	0.000235793	0.002593728	0.000141476	0.01367602	0.000282952	0.074935157	0.010280594	0.395001179	0.016505541	0.46078755	0.001603395	0.000235793	0.000141476	0.002593728	4.72E-05	0.01367602	0.000282952	0.074935157	0.010280594	0.013440226	0.303937751	4.72E-05	0.000235793	0.001603395	0.000235793	0.000141476	0.002593728	0.184013204	0.002027824	0.055647253	0.012638529	0.022541853	0.252204669	4.72E-05	0.016128272	0.000235793	0.000282952	0.074935157	0.022258901	0.010280594	0.000282952	0.022541853	0.000848856	0.000235793	0.303937751	0.018486206	9.43E-05	0.009997642	0.002546569	0.007403914	0.025371375	0.002027824	0.000330111	0.003631219	0.00108465	4.72E-05	0.00108465	0.005706201	0.001980665	4.72E-05	0	0.088564018	0.000848856	0.000188635	0.044564961	0.007781184	0.064843197	0.016599859	0.001320443	0.013440226	0.008724357	0.000235793	0.008677199	0	4.72E-05	0.000235793	0.074935157	0.022258901	0	0.000424428	0.001886348	0.010280594	0.108182033	0.005376091	0.068898845
ZOZOW1T-1022-1	0.00127551	0.477716086	0.485444178	0.007878151	0	0.027686074	0.00127551	0.00015006	0.477566026	0.006677671	0.470663265	0	0.00262605	7.50E-05	0.009903962	0	0.027686074	0.00210084	0.477566026	0.006677671	0.470663265	0.00127551	0	0	0.00262605	0.00015006	0.009903962	0	0.027686074	0.00210084	0.009528812	0.431047419	0.007503001	0.00015006	0.00127551	0	0	0.00262605	0.283613445	0.0015006	0.025135054	0.012229892	0.008928571	0.170318127	0	0.006677671	0.00037515	0	0.027686074	0.007503001	0.00210084	0	0.008928571	7.50E-05	0.00015006	0.431047419	0.00285114	0	0.017782113	0.00090036	0.00097539	0.007277911	0.0015006	0.00037515	0.00127551	0.00127551	0.007503001	0.00120048	0.006527611	0.004801921	0	0	0.115846339	0.00045018	7.50E-05	0.06490096	0.00255102	0.010729292	0.015156062	0.00052521	0.009528812	0	7.50E-05	0.026635654	0	0	0.00037515	0.027686074	0.007503001	0	7.50E-05	0.00202581	0.00210084	0.160264106	0.003601441	0.034963986
ZOZOW1T-1023	0.001046609	0.565308401	0.389478091	0.014443204	0	0.02874686	0.001046609	6.98E-05	0.565308401	0.012698856	0.364359475	6.98E-05	0.000907061	0.000209322	0.00851242	0	0.02874686	0.015629361	0.565308401	0.012698856	0.364359475	0.001046609	6.98E-05	0.000209322	0.000907061	6.98E-05	0.00851242	0	0.02874686	0.015629361	0.00851242	0.488975719	0.000139548	0.000139548	0.001046609	6.98E-05	0.000209322	0.000907061	0.19411108	0.001325705	0.032793748	0.030072565	0.013326821	0.159433436	0	0.012698856	0	0	0.02874686	0.009210159	0.015629361	0	0.013326821	0.000279096	0	0.488975719	0.005023723	0	0.011791795	0.000837287	0.003209601	0.008651968	0.001325705	6.98E-05	0.000488418	0.000837287	0.000139548	0.000837287	0.008791515	0.003209601	0	0	0.05784259	0.000558191	0	0.045701926	0.005442367	0.013675691	0.015001395	0.001255931	0.00851242	6.98E-05	0.000139548	0.008651968	0	0	0	0.02874686	0.009210159	0.000139548	0.000209322	0.000627965	0.015629361	0.114499023	0.004116662	0.077379291
ZOZOW1T-1024-1	0.000303767	0.559173755	0.40200486	0.017132442	0	0.02126367	0.000303767	0.00018226	0.559173755	0.009234508	0.390886999	0	0.00164034	0	0.008687728	0	0.02126367	0.000607533	0.559173755	0.009234508	0.390886999	0.000303767	0	0	0.00164034	0	0.008687728	0	0.02126367	0.000607533	0.008687728	0.505771567	0	0.000243013	0.000303767	0	0	0.00164034	0.228857837	0	0.02144593	0.029040097	0.002794654	0.157776428	0	0.009234508	0	0	0.02126367	0.004009721	0.000607533	0	0.002794654	0.00018226	0.000121507	0.505771567	0.003402187	0	0.017436209	0.000850547	0.0009113	0.000789793	0	0.000789793	0.002490887	0.001397327	0	0	0.0009113	0.003219927	0.00018226	0.000243013	0.134629405	0.000607533	6.08E-05	0.119623329	0.002612394	0.008748481	0.014459295	0.009234508	0.008687728	0	0.000121507	0.021324423	0	0	0	0.02126367	0.004009721	0.000121507	0	0	0.000607533	0.062211422	6.08E-05	0.011786148
ZOZOW1T-1025	0.000415261	0.57638204	0.388216974	0.018167662	0	0.016818064	0.000415261	0.000103815	0.57638204	0.010329613	0.378562159	0	0.001712951	0	0.007682325	0	0.016818064	0.000155723	0.57638204	0.010329613	0.378458344	0.000415261	0	0	0.001712951	0.000103815	0.007682325	0	0.016818064	0.000155723	0.007682325	0.499506878	0	0.000311446	0.000415261	0	0	0.001712951	0.231923177	0	0.019672982	0.052790034	0.004204516	0.139008565	0.000103815	0.010329613	0	0	0.016818064	0.007215157	0.000155723	0	0.004204516	0.000311446	0.000259538	0.499506878	0.003218271	0	0.015468466	0.000467168	0.00109006	0.000882429	0	0.000570984	0.000622891	0.001038152	0	0	0.001038152	0.001764859	5.19E-05	0.000622891	0.105112899	0.000570984	0.000363353	0.128990397	0.003010641	0.016350895	0.011990657	0.010329613	0.007682325	0	0.000363353	0.024240851	0	0.000103815	0	0.016818064	0.007215157	5.19E-05	0.00020763	5.19E-05	0.000155723	0.058344147	0.000363353	0.01494939
ZOZOW1T-1042	0.003122847	0.466039036	0.481561424	0.01717566	0.000137773	0.030080367	0.003122847	0	0.466039036	0.014879449	0.463145809	0.000459242	0.002158439	4.59E-05	0.015614237	0.000137773	0.030080367	0.000642939	0.466039036	0.014879449	0.462732491	0.003122847	0.000459242	4.59E-05	0.002158439	0	0.015614237	0.000137773	0.030080367	0.000642939	0.015246843	0.351549943	0.000688863	0.00119403	0.003122847	0.000459242	4.59E-05	0.002158439	0.201102181	0.00532721	0.04771527	0.019793341	0.04684271	0.238484501	0	0.014006889	0.000367394	0.000137773	0.030080367	0.015752009	0.000642939	0.000137773	0.04684271	0.000275545	0.00087256	0.351549943	0.00619977	0.000183697	0.012445465	0.00326062	0.002985075	0.055017222	0.00532721	0.000413318	0.001102181	0.002847302	0.000688863	0.00206659	0.001377727	0.014557979	0	4.59E-05	0.127072331	0.000505166	0.000229621	0.065855339	0.00326062	0.014833525	0.032422503	0.001653272	0.015246843	0	0.000275545	0.016946039	0.006337543	0	0.000367394	0.030080367	0.015752009	0.00032147	0.000964409	0.000137773	0.000642939	0.085970149	0.002847302	0.03053961
ZOZOW1T-1043	0.003613131	0.367041199	0.450892267	0.067988544	0.002335316	0.101476096	0.003613131	0.000308438	0.367041199	0.015289711	0.437541309	0.000396563	0.000705001	8.81E-05	0.007094074	0.002335316	0.101476096	0.005243446	0.367041199	0.015289711	0.437365058	0.003569068	0.000396563	8.81E-05	0.000705001	0.000308438	0.007094074	0.002335316	0.101476096	0.005243446	0.007050011	0.268825733	0.00017625	0.000396563	0.003569068	0.000396563	8.81E-05	0.000705001	0.197444371	0.00326063	0.044723507	0.035426305	0.018021591	0.225820665	0.000308438	0.015201586	4.41E-05	0.002335316	0.101476096	0.010178453	0.005243446	0.002335316	0.018021591	0.000528751	8.81E-05	0.268825733	0.001982816	0.000132188	0.013395021	0.001145627	0.003216568	0.031196299	0.00326063	0.000660939	0.000616876	0.001189689	0.00017625	0.002996255	0.002291254	0.007270324	0	4.41E-05	0.124476757	0.000264375	0	0.051817581	0.002952192	0.013747521	0.034104428	0.002247191	0.007050011	0	0.000440626	0.016523463	0.036087244	0.000308438	4.41E-05	0.101476096	0.010178453	0.000308438	0.000528751	0	0.005243446	0.104207975	0.002467504	0.017889403
ZOZOW1T-2001	0.00037886	0.706573215	0.248673991	0.011934078	0.000520932	0.031729494	0.00037886	0	0.706573215	0.001183936	0.238586854	0	0.004214813	0	0.000284145	0.000520932	0.031729494	0.00558818	0.706573215	0.001183936	0.238586854	0.000331502	0	0	0.004214813	0	0.000284145	0.000520932	0.031729494	0.00558818	0.000284145	0.644819095	0.000426217	0.000805077	0.000331502	0	0	0.004214813	0.1261129	0.008287554	0.039259329	0.00260466	0.018137905	0.041769274	0	0.001089221	0	0.000520932	0.031729494	0.061138473	0.00558818	0.000520932	0.018137905	4.74E-05	0.000426217	0.644819095	0.004593673	0	0.007198333	0.000331502	0.000899792	0.003551809	0.008287554	0.00018943	0.000236787	0.000615647	0.000426217	4.74E-05	0.003693881	0.00298352	0	0	0.010087138	9.47E-05	9.47E-05	0.029361622	0.008334912	0.001941656	0.025241523	0.00018943	0.000284145	0	0	0.014633453	0	0	0	0.031729494	0.061138473	0.00037886	0.000284145	0.003646524	0.00558818	0.067058155	0.00018943	0.02566774
ZOZOW1T-2002	0.000210846	0.663110399	0.26317787	0.023614742	0.000421692	0.049169267	0.000210846	8.43E-05	0.663110399	0.001897613	0.249641562	0	0.004301257	0	0.000337353	0.000421692	0.049169267	0.008813359	0.663110399	0.001897613	0.249641562	0.000210846	0	0	0.004301257	8.43E-05	0.000337353	0.000421692	0.049169267	0.008813359	0.000337353	0.57636839	0.000295184	0.000463861	0.000210846	0	0	0.004301257	0.122965337	0.00307835	0.05212111	0.011470018	0.022771359	0.0877119	8.43E-05	0.001813275	0	0.000421692	0.049169267	0.035042591	0.008813359	0.000421692	0.022771359	0.000379523	0.000126508	0.57636839	0.009909758	0	0.004090411	0.00050603	0.00050603	0.012608586	0.00307835	0.000168677	8.43E-05	0.001180737	0.000295184	4.22E-05	0.003542211	0.002445813	0	0	0.041705322	8.43E-05	4.22E-05	0.020705069	0.01033145	0.003584381	0.031331703	0	0.000337353	0	0.000168677	0.005397655	0	4.22E-05	0	0.049169267	0.035042591	0.000337353	0.000168677	0.004090411	0.008813359	0.084717888	4.22E-05	0.028675044
ZOZOW1T-4021	5.75E-05	0.629365399	0.29491974	0.052988896	0	0.022668431	5.75E-05	0.000115068	0.629365399	0.006271216	0.283585524	0	0.000863011	0.000115068	0.010298602	0	0.022668431	5.75E-05	0.629365399	0.006271216	0.283585524	0	0	5.75E-05	0.000863011	0.000115068	0.010298602	0	0.022668431	5.75E-05	0.010298602	0.54214372	0	0.000230136	0	0	5.75E-05	0.000863011	0.1878488	0	0.026235545	0.05051493	0.010068466	0.088717565	0.000115068	0.006041079	0	0	0.022668431	0.006789022	5.75E-05	0	0.010068466	5.75E-05	5.75E-05	0.54214372	0.003164375	0	0.006156148	0.000632875	0.00126575	0.002071227	0	0.000460273	0.001093148	0.001956159	0	0	0.000747943	0.00155342	0	0.000402739	0.051147805	0.000115068	0	0.100972326	0.004027386	0.02560267	0.016454749	0.006041079	0.010298602	0	0.000230136	0.012369829	0	0.000115068	0	0.022668431	0.006789022	0.000172602	0	0	5.75E-05	0.062884759	0.001323284	0.00886025
ZOZOW1T-4021-1A	0.000570096	0.618735424	0.336045608	0.035268204	0	0.009380669	0.000570096	0.000259134	0.61870951	0.020031096	0.323840373	0	0.000570096	7.77E-05	0.011220523	0	0.009380669	0.000155481	0.61870951	0.020031096	0.323840373	0.000492356	0	5.18E-05	0.000570096	0.000129567	0.011220523	0	0.009380669	0.000155481	0.01111687	0.56258098	0	0.000103654	0.000492356	0	5.18E-05	0.000570096	0.231821715	0.00668567	0.025913449	0.028349313	0.001710288	0.083156258	0.000103654	0.020031096	0.000103654	0	0.009380669	0.002021249	0.000155481	0	0.001710288	0	5.18E-05	0.56258098	0.002098989	0	0.013656388	0.000881057	0.000181394	0.000181394	0.00668567	0.000103654	0.002098989	0.000725577	0	0	0.000259134	0.003368748	2.59E-05	0.000310961	0.074501166	0.000207308	0.000155481	0.080253952	0.001788028	0.002643172	0.01855403	0.020031096	0.011090956	2.59E-05	0.000129567	0.015444416	0	0.000103654	0.000103654	0.009380669	0.002021249	5.18E-05	0.000388702	0	0.000155481	0.115755377	0.003291008	0.004612594
ZOZOW1T-4021-1B	6.44E-05	0.487404162	0.491205464	0.010695187	0	0.010566329	6.44E-05	0.000322144	0.487339733	0.009020037	0.469299659	0	0.001030861	0	0.019779653	0	0.010566329	0.000773146	0.487339733	0.009020037	0.469299659	0	0	0	0.001030861	0.000322144	0.019779653	0	0.010566329	0.000773146	0.019586367	0.436376522	0	0.000386573	0	0	0	0.001030861	0.354616326	0.001997294	0.020939372	0.023709813	0.005476451	0.105792153	0.000322144	0.009020037	0.000193287	0	0.010566329	0.006314026	0.000773146	0	0.005476451	0	0.000386573	0.436376522	0.002383867	0	0.012434766	0.001997294	0.000193287	0.001417434	0.001997294	0.000322144	0.002577154	0.002577154	0	0	0.000451002	0.002899298	0	0.00057986	0.071902584	0.000451002	0.000128858	0.135107274	0.001932865	0.010630758	0.015978352	0.009020037	0.019586367	0	0.000128858	0.059532247	0	0.000322144	0.000193287	0.010566329	0.006314026	0	0	0	0.000773146	0.13865086	0.000451002	0.019264223
ZOZOW1T-4023	7.15E-05	0.504326064	0.449195567	0.038326779	0	0.006864498	7.15E-05	0.000357526	0.504326064	0.035681087	0.432892385	0.000643547	0.000572041	0	0.015230604	0	0.006864498	0.00014301	0.504326064	0.035681087	0.432892385	7.15E-05	0.000643547	0	0.000572041	0.000357526	0.015230604	0	0.006864498	0.00014301	0.015230604	0.350732928	0.000357526	0.000429031	7.15E-05	0.000643547	0	0.000572041	0.21351448	0.00400429	0.030175188	0.096102967	0.02717197	0.204147301	0.000357526	0.035681087	0	0	0.006864498	0.010439757	0.00014301	0	0.02717197	7.15E-05	0.000429031	0.350732928	0.004290311	0.000572041	0.005148373	0.001001073	0.002216661	0.000929567	0.00400429	0.00014301	0.000858062	0.002431176	0.000357526	0	0.000643547	0.001430104	0	0	0.155094744	0.000429031	0.000357526	0.091669646	0.003575259	0.022452628	0.019806936	0.006220951	0.015230604	7.15E-05	0.000572041	0.013013944	0	0.000357526	0	0.006864498	0.010439757	0	0	0	0.00014301	0.098319628	0.000286021	0.023525206
ZOZOW1T-4023-1	0.002669657	0.41352982	0.503390464	0.025094773	0.001601794	0.032516418	0.002669657	0.000213573	0.41352982	0.020876715	0.490896471	0.00170858	0.001121256	0.000106786	0.007795398	0.001601794	0.032516418	0.003363767	0.41352982	0.020876715	0.490789684	0.002509477	0.00170858	0	0.001121256	0.000213573	0.007795398	0.001601794	0.032516418	0.003363767	0.007795398	0.326018474	0.000160179	0.000266966	0.002509477	0.00170858	0	0.001121256	0.1640771	0.003363767	0.028138181	0.020876715	0.037962518	0.309306423	0.000213573	0.020289391	0	0.001601794	0.032516418	0.013615249	0.003363767	0.001601794	0.037962518	0.000320359	0.000266966	0.326018474	0.00614021	0.000480538	0.010998986	0.001281435	0.003630733	0.021891185	0.003363767	0.000427145	0.001228042	0.002616264	0.000160179	0.001761973	5.34E-05	0.005926638	0	0.000533931	0.229750654	0.000533931	5.34E-05	0.057771371	0.007101287	0.033263922	0.011105772	0.003844306	0.007795398	5.34E-05	0.000213573	0.006086817	0	0.000213573	0	0.032516418	0.013615249	0	0.000427145	5.34E-05	0.003363767	0.079342197	0.000160179	0.021997971
ZOZOW1T-4023-3	0.002166604	0.47964139	0.48270452	0.012700784	0.000298842	0.018453493	0.002166604	0	0.47964139	0.006649234	0.465595816	0.001045947	0.001718341	0	0.014045573	0.000298842	0.018453493	0.001344789	0.47964139	0.006649234	0.465521106	0.002166604	0.001045947	0	0.001718341	0	0.014045573	0.000298842	0.018453493	0.001344789	0.014045573	0.422338439	0.000224131	0.000448263	0.002166604	0.001045947	0	0.001718341	0.216809862	0.001344789	0.021292492	0.026372805	0.009488233	0.238475906	0	0.006499813	0	0.000298842	0.018453493	0.008218155	0.001344789	0.000298842	0.009488233	0.000373552	0.000373552	0.422338439	0.005005603	0.000298842	0.023533806	0.000747105	0.001643631	0.000597684	0.001344789	0.000522973	0.000373552	0.000597684	0.000224131	0.00156892	0.001120657	0.005752708	7.47E-05	0.000672394	0.195293239	0.000821815	0	0.089876728	0.005005603	0.021591334	0.009488233	0.000747105	0.014045573	0	0	0.017407546	0	0	0	0.018453493	0.008218155	7.47E-05	0.000522973	0	0.001344789	0.077773627	0.000149421	0.018976466
ZOZOW1T-4024	0.003706608	0.460831136	0.456768123	0.040915247	0	0.029225176	0.003706608	0	0.460831136	0.022097085	0.430608026	0.000356405	0.002067147	0	0.018533039	0	0.029225176	0.005559912	0.460831136	0.022097085	0.430608026	0.003706608	0.000356405	0	0.002067147	0	0.018533039	0	0.029225176	0.005559912	0.018533039	0.374367382	0.000641528	0.000427686	0.003706608	0.000356405	0	0.002067147	0.17620643	0.001782023	0.028084682	0.016537173	0.041271652	0.234799344	0	0.021455556	0	0	0.029225176	0.016679735	0.005559912	0	0.041271652	0.000285124	0.000356405	0.374367382	0.004063012	7.13E-05	0.010549576	0.00156818	0.002993799	0.008482429	0.001782023	0.000570247	0.000570247	0.00384917	0.000641528	0.003350203	0.001283057	0.011404947	0	0.000498966	0.142347993	0.00078409	0.000712809	0.065863568	0.00463326	0.036068145	0.016038207	0.001496899	0.018533039	0.000356405	0.000570247	0.013899779	0	0	0	0.029225176	0.016679735	7.13E-05	0.000285124	7.13E-05	0.005559912	0.068572243	0.000356405	0.044479293
ZOZOW1T-4024-1	0.001609405	0.487929466	0.406619551	0.077881184	0	0.020082569	0.001609405	7.00E-05	0.487929466	0.010426142	0.390525506	0.00153943	0.000839689	0	0.013295081	0	0.020082569	0.001889301	0.487929466	0.010426142	0.390455531	0.001609405	0.00153943	0	0.000839689	7.00E-05	0.013295081	0	0.020082569	0.001889301	0.013295081	0.376880554	0	0.000839689	0.001609405	0.00153943	0	0.000839689	0.230494717	0.000139948	0.017913372	0.068574627	0.023511301	0.143726821	0	0.010146246	0	0	0.020082569	0.015254356	0.001889301	0	0.023511301	0.000489819	0.000559793	0.376880554	0.003218809	7.00E-05	0.01259534	0.001749353	0.001609405	0.013435029	0.000139948	7.00E-05	0.000769715	0.002239172	0	0.001049612	0.000909663	0.002659016	0	0.000419845	0.087607585	0.000209922	0.000139948	0.112658316	0.004268421	0.019802673	0.008326919	0.000349871	0.013295081	0.000279896	7.00E-05	0.024211042	0	0	0	0.020082569	0.015254356	0.000279896	0.000559793	7.00E-05	0.001889301	0.074172556	0.000489819	0.020222518
ZOZOW1T-4024-2	0.001566559	0.490359134	0.472878944	0.016631637	0	0.015887521	0.001566559	7.83E-05	0.490346079	0.007754468	0.456873931	3.92E-05	0.000718006	0	0.012793567	0	0.015887521	0.002415112	0.490346079	0.007754468	0.456795603	0.001553505	3.92E-05	0	0.000718006	7.83E-05	0.012793567	0	0.015887521	0.002415112	0.012780512	0.417514132	0.000430804	0.000443858	0.001553505	3.92E-05	0	0.000718006	0.280636023	0.002036527	0.026566233	0.028628869	0.01748019	0.161890837	5.22E-05	0.007571703	1.31E-05	0	0.015887521	0.011305335	0.002415112	0	0.01748019	0.000234984	0.000313312	0.417514132	0.005822378	0	0.017597681	0.001618778	0.001892926	0.001135755	0.002036527	0.000182765	0.001174919	0.000848553	0.000430804	0.00114881	0.000848553	0.004281928	0	0.000274148	0.112270075	0.000221929	1.31E-05	0.123222934	0.00403389	0.022205976	0.013367972	0.000613569	0.012780512	0.000469968	0.000313312	0.035117035	0	2.61E-05	1.31E-05	0.015887521	0.011305335	0.000130547	0.000378585	1.31E-05	0.002415112	0.097257216	0.001449067	0.023850864
